1435  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1439  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1442  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1445  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1449  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1452  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1455  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1459  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1462  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1465  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1469  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1472  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1475  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1478  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1482  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1485  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1488  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1492  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1495  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1498  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1502  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1505  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1508  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1512  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1515  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1518  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1521  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1525  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1528  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1531  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1535  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1538  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1541  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1545  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1548  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1551  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1555  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1558  2 -  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
1561  2 1  64: 15.4 D 00:00:00:00:00:00:00:02 0xFFFF|IPv6|ICMPv6 RPL DIS|0000
4402  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4406  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4410  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4414  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4418  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4422  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4426  1 2  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4430  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4434  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4438  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4442  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4446  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4450  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4454  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4458  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4462  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
4466  1 -  97: 15.4 D 00:00:00:00:00:00:00:01 0xFFFF|IPHC|IPv6|ICMPv6 RPL DIO|AAAA0000 00000000 02000000 00000001 040E0008 0C0A0380 00800001 001E003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000
