00:00.411 ID:2  Rime started with address 0.0.0.0.0.0.0.2
00:00.424 ID:2  MAC 00:00:00:00:00:00:00:02 Contiki-3.x-3355-g9bb72f5 started. Node id is set to 2.
00:00.433 ID:2  nullmac ContikiMAC, channel check rate 8 Hz, radio channel 26
00:00.444 ID:2  Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0002
00:00.445 ID:2  
00:00.451 ID:2  aaaa::1Started DTLS retransmit process
00:00.460 ID:2  dtls_new_peer: [AAAA:0000:0000:0000:0000:0000:0000:0001]:1885
00:00.465 ID:2  DTLSv12: initialize HASH_SHA256
00:00.472 ID:2  send handshake packet of type: client_hello (1)
00:00.528 ID:1  Rime started with address 0.0.0.0.0.0.0.1
00:00.542 ID:1  MAC 00:00:00:00:00:00:00:01 Contiki-3.x-3355-g9bb72f5 started. Node id is set to 1.
00:00.551 ID:1  CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
00:01.564 ID:1  Server IPv6 addresses:
00:01.567 ID:1   aaaa::200:0:0:1
00:01.570 ID:1   fe80::200:0:0:1
00:01.585 ID:2  $$PT$$  151 P 0.0 10 11584 25112 2650 258 0 0 5071 914 2650 90 0 0 (radio 7.92% / 45.78% tx 7.22% / 44.27% listen 0.70% / 1.50%) $$PT$$
00:01.604 ID:2  $$PT$$  154 P 0.0 11 12264 25112 2650 258 0 0 680 0 0 0 0 0 (radio 7.78% / 0.00% tx 7.09% / 0.00% listen 0.69% / 0.00%) $$PT$$
00:01.612 ID:1  $$PT$$  140 P 0.0 10 6883 26853 0 1026 0 0 971 2099 0 1024 0 0 (radio 3.04% / 33.35% tx 0.00% / 0.00% listen 3.04% / 33.35%) $$PT$$
00:01.683 ID:2  $$PT$$  164 P 0.0 12 12897 27029 2650 258 0 0 633 1917 0 0 0 0 (radio 7.28% / 0.00% tx 6.63% / 0.00% listen 0.64% / 0.00%) $$PT$$
00:01.707 ID:1  $$PT$$  152 P 0.0 11 7561 29247 0 4098 0 0 677 2394 0 3071 0 0 (radio 11.13% / 100.00% tx 0.00% / 0.00% listen 11.13% / 100.00%) $$PT$$
00:01.776 ID:2  $$PT$$  176 P 0.0 13 13579 29419 2650 282 0 0 681 2390 0 24 0 0 (radio 6.81% / 0.78% tx 6.16% / 0.00% listen 0.65% / 0.78%) $$PT$$
00:01.800 ID:1  $$PT$$  164 P 0.0 12 8257 31623 0 7170 0 0 695 2376 0 3072 0 0 (radio 17.97% / 100.03% tx 0.00% / 0.00% listen 17.97% / 100.03%) $$PT$$
00:01.870 ID:2  $$PT$$  188 P 0.0 14 14238 31832 2650 306 0 0 658 2413 0 24 0 0 (radio 6.41% / 0.78% tx 5.75% / 0.00% listen 0.66% / 0.78%) $$PT$$
00:01.894 ID:1  $$PT$$  176 P 0.0 13 8953 33999 0 10242 0 0 695 2376 0 3072 0 0 (radio 23.84% / 100.03% tx 0.00% / 0.00% listen 23.84% / 100.03%) $$PT$$
00:01.964 ID:2  $$PT$$  200 P 0.0 15 14897 34245 2650 330 0 0 658 2413 0 24 0 0 (radio 6.06% / 0.78% tx 5.39% / 0.00% listen 0.67% / 0.78%) $$PT$$
00:01.988 ID:1  $$PT$$  188 P 0.0 14 9656 36368 0 13314 0 0 702 2369 0 3072 0 0 (radio 28.92% / 100.03% tx 0.00% / 0.00% listen 28.92% / 100.03%) $$PT$$
00:02.058 ID:2  $$PT$$  212 P 0.0 16 15556 36658 2650 330 0 0 658 2413 0 0 0 0 (radio 5.70% / 0.00% tx 5.07% / 0.00% listen 0.63% / 0.00%) $$PT$$
00:02.082 ID:1  $$PT$$  200 P 0.0 15 10359 38737 0 16386 0 0 702 2369 0 3072 0 0 (radio 33.37% / 100.03% tx 0.00% / 0.00% listen 33.37% / 100.03%) $$PT$$
00:02.151 ID:2  $$PT$$  224 P 0.0 17 16238 39048 2650 354 0 0 681 2390 0 24 0 0 (radio 5.43% / 0.78% tx 4.79% / 0.00% listen 0.64% / 0.78%) $$PT$$
00:02.176 ID:1  $$PT$$  212 P 0.0 16 11068 41100 0 19458 0 0 708 2363 0 3072 0 0 (radio 37.29% / 100.03% tx 0.00% / 0.00% listen 37.29% / 100.03%) $$PT$$
00:02.245 ID:2  $$PT$$  236 P 0.0 18 16897 41461 2650 378 0 0 658 2413 0 24 0 0 (radio 5.18% / 0.78% tx 4.54% / 0.00% listen 0.64% / 0.78%) $$PT$$
00:02.270 ID:1  $$PT$$  224 P 0.0 17 11777 43463 0 22530 0 0 708 2363 0 3072 0 0 (radio 40.78% / 100.03% tx 0.00% / 0.00% listen 40.78% / 100.03%) $$PT$$
00:02.339 ID:2  $$PT$$  248 P 0.0 19 17556 43874 2650 402 0 0 658 2413 0 24 0 0 (radio 4.96% / 0.78% tx 4.31% / 0.00% listen 0.65% / 0.78%) $$PT$$
00:02.363 ID:1  $$PT$$  236 P 0.0 18 12486 45826 0 25602 0 0 708 2363 0 3072 0 0 (radio 43.90% / 100.03% tx 0.00% / 0.00% listen 43.90% / 100.03%) $$PT$$
00:02.433 ID:2  $$PT$$  260 P 0.0 20 18215 46287 2650 402 0 0 658 2413 0 0 0 0 (radio 4.73% / 0.00% tx 4.10% / 0.00% listen 0.62% / 0.00%) $$PT$$
00:02.457 ID:1  $$PT$$  248 P 0.0 19 13195 48189 0 28674 0 0 708 2363 0 3072 0 0 (radio 46.71% / 100.03% tx 0.00% / 0.00% listen 46.71% / 100.03%) $$PT$$
00:02.475 ID:2  ** retransmit handshake packet of type: client_hello (1)
00:02.526 ID:2  $$PT$$  272 P 0.0 21 19171 48403 2650 426 0 0 955 2116 0 24 0 0 (radio 4.55% / 0.78% tx 3.92% / 0.00% listen 0.63% / 0.78%) $$PT$$
00:02.551 ID:1  $$PT$$  260 P 0.0 20 13904 50552 0 31746 0 0 708 2363 0 3072 0 0 (radio 49.25% / 100.03% tx 0.00% / 0.00% listen 49.25% / 100.03%) $$PT$$
00:02.620 ID:2  $$PT$$  284 P 0.0 22 19828 50818 2650 450 0 0 656 2415 0 24 0 0 (radio 4.38% / 0.78% tx 3.75% / 0.00% listen 0.63% / 0.78%) $$PT$$
00:02.645 ID:1  $$PT$$  272 P 0.0 21 14617 52911 0 34818 0 0 712 2359 0 3072 0 0 (radio 51.56% / 100.03% tx 0.00% / 0.00% listen 51.56% / 100.03%) $$PT$$
00:02.714 ID:2  $$PT$$  296 P 0.0 23 20485 53233 2650 474 0 0 656 2415 0 24 0 0 (radio 4.23% / 0.78% tx 3.59% / 0.00% listen 0.64% / 0.78%) $$PT$$
00:02.738 ID:1  $$PT$$  284 P 0.0 22 15325 55275 0 37890 0 0 707 2364 0 3071 0 0 (radio 53.66% / 100.00% tx 0.00% / 0.00% listen 53.66% / 100.00%) $$PT$$
00:02.808 ID:2  $$PT$$  308 P 0.0 24 21142 55648 2650 474 0 0 656 2415 0 0 0 0 (radio 4.06% / 0.00% tx 3.45% / 0.00% listen 0.61% / 0.00%) $$PT$$
00:02.832 ID:1  $$PT$$  296 P 0.0 23 16033 57639 0 40962 0 0 707 2364 0 3072 0 0 (radio 55.60% / 100.03% tx 0.00% / 0.00% listen 55.60% / 100.03%) $$PT$$
00:02.901 ID:2  $$PT$$  320 P 0.0 25 21819 58043 2650 498 0 0 676 2395 0 24 0 0 (radio 3.94% / 0.78% tx 3.31% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:02.926 ID:1  $$PT$$  308 P 0.0 24 16741 60003 0 44034 0 0 707 2364 0 3072 0 0 (radio 57.37% / 100.03% tx 0.00% / 0.00% listen 57.37% / 100.03%) $$PT$$
00:02.995 ID:2  $$PT$$  332 P 0.0 26 22476 60458 2650 522 0 0 656 2415 0 24 0 0 (radio 3.82% / 0.78% tx 3.19% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:03.020 ID:1  $$PT$$  320 P 0.0 25 17449 62367 0 47106 0 0 707 2364 0 3072 0 0 (radio 59.01% / 100.03% tx 0.00% / 0.00% listen 59.01% / 100.03%) $$PT$$
00:03.089 ID:2  $$PT$$  344 P 0.0 27 23133 62873 2650 546 0 0 656 2415 0 24 0 0 (radio 3.71% / 0.78% tx 3.08% / 0.00% listen 0.63% / 0.78%) $$PT$$
00:03.113 ID:1  $$PT$$  332 P 0.0 26 18157 64731 0 50178 0 0 707 2364 0 3072 0 0 (radio 60.53% / 100.03% tx 0.00% / 0.00% listen 60.53% / 100.03%) $$PT$$
00:03.183 ID:2  $$PT$$  356 P 0.0 28 23790 65288 2650 546 0 0 656 2415 0 0 0 0 (radio 3.58% / 0.00% tx 2.97% / 0.00% listen 0.61% / 0.00%) $$PT$$
00:03.207 ID:1  $$PT$$  344 P 0.0 27 18865 67095 0 53250 0 0 707 2364 0 3072 0 0 (radio 61.94% / 100.03% tx 0.00% / 0.00% listen 61.94% / 100.03%) $$PT$$
00:03.276 ID:2  $$PT$$  368 P 0.0 29 24467 67683 2650 570 0 0 676 2395 0 24 0 0 (radio 3.49% / 0.78% tx 2.87% / 0.00% listen 0.61% / 0.78%) $$PT$$
00:03.301 ID:1  $$PT$$  356 P 0.0 28 19573 69459 0 56322 0 0 707 2364 0 3072 0 0 (radio 63.26% / 100.03% tx 0.00% / 0.00% listen 63.26% / 100.03%) $$PT$$
00:03.370 ID:2  $$PT$$  380 P 0.0 30 25124 70098 2650 594 0 0 656 2415 0 24 0 0 (radio 3.40% / 0.78% tx 2.78% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:03.395 ID:1  $$PT$$  368 P 0.0 29 20281 71823 0 59394 0 0 707 2364 0 3072 0 0 (radio 64.48% / 100.03% tx 0.00% / 0.00% listen 64.48% / 100.03%) $$PT$$
00:03.464 ID:2  $$PT$$  392 P 0.0 31 25786 72508 2650 618 0 0 661 2410 0 24 0 0 (radio 3.32% / 0.78% tx 2.69% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:03.488 ID:1  $$PT$$  380 P 0.0 30 20989 74187 0 62466 0 0 707 2364 0 3072 0 0 (radio 65.63% / 100.03% tx 0.00% / 0.00% listen 65.63% / 100.03%) $$PT$$
00:03.558 ID:2  $$PT$$  404 P 0.0 32 26444 74922 2650 618 0 0 657 2414 0 0 0 0 (radio 3.22% / 0.00% tx 2.61% / 0.00% listen 0.60% / 0.00%) $$PT$$
00:03.582 ID:1  $$PT$$  392 P 0.0 31 21702 76546 0 65538 0 0 712 2359 0 3072 0 0 (radio 66.70% / 100.03% tx 0.00% / 0.00% listen 66.70% / 100.03%) $$PT$$
00:03.651 ID:2  $$PT$$  416 P 0.0 33 27121 77317 2650 642 0 0 676 2395 0 24 0 0 (radio 3.15% / 0.78% tx 2.53% / 0.00% listen 0.61% / 0.78%) $$PT$$
00:03.676 ID:1  $$PT$$  404 P 0.0 32 22410 78910 0 68610 0 0 707 2364 0 3071 0 0 (radio 67.71% / 100.00% tx 0.00% / 0.00% listen 67.71% / 100.00%) $$PT$$
00:03.745 ID:2  $$PT$$  428 P 0.0 34 27778 79732 2650 666 0 0 656 2415 0 24 0 0 (radio 3.08% / 0.78% tx 2.46% / 0.00% listen 0.61% / 0.78%) $$PT$$
00:03.770 ID:1  $$PT$$  416 P 0.0 33 23118 81274 0 71682 0 0 707 2364 0 3072 0 0 (radio 68.66% / 100.03% tx 0.00% / 0.00% listen 68.66% / 100.03%) $$PT$$
00:03.839 ID:2  $$PT$$  440 P 0.0 35 28435 82147 2650 690 0 0 656 2415 0 24 0 0 (radio 3.02% / 0.78% tx 2.39% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:03.863 ID:1  $$PT$$  428 P 0.0 34 23826 83638 0 74754 0 0 707 2364 0 3072 0 0 (radio 69.56% / 100.03% tx 0.00% / 0.00% listen 69.56% / 100.03%) $$PT$$
00:03.933 ID:2  $$PT$$  452 P 0.0 36 29092 84562 2650 690 0 0 656 2415 0 0 0 0 (radio 2.93% / 0.00% tx 2.33% / 0.00% listen 0.60% / 0.00%) $$PT$$
00:03.957 ID:1  $$PT$$  440 P 0.0 35 24534 86002 0 77826 0 0 707 2364 0 3072 0 0 (radio 70.40% / 100.03% tx 0.00% / 0.00% listen 70.40% / 100.03%) $$PT$$
00:04.026 ID:2  $$PT$$  464 P 0.0 37 29769 86957 2650 714 0 0 676 2395 0 24 0 0 (radio 2.88% / 0.78% tx 2.27% / 0.00% listen 0.61% / 0.78%) $$PT$$
00:04.051 ID:1  $$PT$$  452 P 0.0 36 25242 88366 0 80898 0 0 707 2364 0 3072 0 0 (radio 71.20% / 100.03% tx 0.00% / 0.00% listen 71.20% / 100.03%) $$PT$$
00:04.120 ID:2  $$PT$$  476 P 0.0 38 30426 89372 2650 738 0 0 656 2415 0 24 0 0 (radio 2.82% / 0.78% tx 2.21% / 0.00% listen 0.61% / 0.78%) $$PT$$
00:04.145 ID:1  $$PT$$  464 P 0.0 37 25950 90730 0 83970 0 0 707 2364 0 3072 0 0 (radio 71.96% / 100.03% tx 0.00% / 0.00% listen 71.96% / 100.03%) $$PT$$
00:04.214 ID:2  $$PT$$  488 P 0.0 39 31083 91787 2650 762 0 0 656 2415 0 24 0 0 (radio 2.77% / 0.78% tx 2.15% / 0.00% listen 0.62% / 0.78%) $$PT$$
00:04.238 ID:1  $$PT$$  476 P 0.0 38 26658 93094 0 87042 0 0 707 2364 0 3072 0 0 (radio 72.68% / 100.03% tx 0.00% / 0.00% listen 72.68% / 100.03%) $$PT$$
00:04.308 ID:2  $$PT$$  500 P 0.0 40 31740 94202 2650 762 0 0 656 2415 0 0 0 0 (radio 2.70% / 0.00% tx 2.10% / 0.00% listen 0.60% / 0.00%) $$PT$$
00:04.332 ID:1  $$PT$$  488 P 0.0 39 27366 95458 0 90114 0 0 707 2364 0 3072 0 0 (radio 73.36% / 100.03% tx 0.00% / 0.00% listen 73.36% / 100.03%) $$PT$$
00:04.401 ID:2  $$PT$$  512 P 0.0 41 32417 96598 2650 786 0 0 676 2396 0 24 0 0 (radio 2.66% / 0.78% tx 2.05% / 0.00% listen 0.60% / 0.78%) $$PT$$
00:04.495 ID:2  $$PT$$  524 P 0.0 42 33179 98909 2650 958 0 0 762 2311 0 172 0 0 (radio 2.73% / 5.59% tx 2.00% / 0.00% listen 0.72% / 5.59%) $$PT$$
00:04.556 ID:1  $$PT$$  516 P 0.0 40 32545 97566 3398 94001 0 0 5178 2108 3398 3887 0 0 (radio 74.85% / 99.98% tx 2.61% / 46.63% listen 72.24% / 53.34%) $$PT$$
00:04.576 ID:1  $$PT$$  519 P 0.0 41 33283 97566 3398 94739 0 0 738 0 0 737 0 0 (radio 75.00% / 99.86% tx 2.59% / 0.00% listen 72.40% / 99.86%) $$PT$$
00:04.589 ID:2  $$PT$$  536 P 0.0 43 33845 101314 2650 982 0 0 665 2405 0 24 0 0 (radio 2.68% / 0.78% tx 1.96% / 0.00% listen 0.72% / 0.78%) $$PT$$
00:04.614 ID:1  $$PT$$  524 P 0.0 42 33975 98065 3398 95931 0 0 691 499 0 1191 0 0 (radio 75.22% / 100.08% tx 2.57% / 0.00% listen 72.65% / 100.08%) $$PT$$
00:04.683 ID:2  $$PT$$  548 P 0.0 44 34511 103720 2650 982 0 0 665 2406 0 0 0 0 (radio 2.62% / 0.00% tx 1.91% / 0.00% listen 0.71% / 0.00%) $$PT$$
00:04.708 ID:1  $$PT$$  536 P 0.0 43 34705 100407 3398 99003 0 0 729 2342 0 3071 0 0 (radio 75.78% / 100.00% tx 2.51% / 0.00% listen 73.27% / 100.00%) $$PT$$
00:04.777 ID:2  $$PT$$  560 P 0.0 45 35199 106104 2650 1006 0 0 687 2384 0 24 0 0 (radio 2.58% / 0.78% tx 1.87% / 0.00% listen 0.71% / 0.78%) $$PT$$
00:04.802 ID:1  $$PT$$  548 P 0.0 44 35439 102745 3398 102075 0 0 733 2338 0 3071 0 0 (radio 76.32% / 100.00% tx 2.45% / 0.00% listen 73.86% / 100.00%) $$PT$$
00:04.870 ID:2  $$PT$$  572 P 0.0 46 35872 108503 2650 1030 0 0 672 2399 0 24 0 0 (radio 2.54% / 0.78% tx 1.83% / 0.00% listen 0.71% / 0.78%) $$PT$$
00:04.896 ID:1  $$PT$$  560 P 0.0 45 36179 105077 3398 105147 0 0 739 2332 0 3072 0 0 (radio 76.84% / 100.03% tx 2.40% / 0.00% listen 74.43% / 100.03%) $$PT$$
00:04.964 ID:2  $$PT$$  584 P 0.0 47 36545 110902 2650 1054 0 0 672 2399 0 24 0 0 (radio 2.51% / 0.78% tx 1.79% / 0.00% listen 0.71% / 0.78%) $$PT$$
00:04.989 ID:1  $$PT$$  572 P 0.0 46 36919 107409 3398 108219 0 0 739 2332 0 3072 0 0 (radio 77.33% / 100.03% tx 2.35% / 0.00% listen 74.98% / 100.03%) $$PT$$
00:05.059 ID:2  $$PT$$  596 P 0.0 48 37218 113301 2650 1054 0 0 672 2399 0 0 0 0 (radio 2.46% / 0.00% tx 1.76% / 0.00% listen 0.70% / 0.00%) $$PT$$
00:05.083 ID:1  $$PT$$  584 P 0.0 47 37659 109741 3398 111291 0 0 739 2332 0 3072 0 0 (radio 77.80% / 100.03% tx 2.30% / 0.00% listen 75.50% / 100.03%) $$PT$$
00:05.152 ID:2  $$PT$$  608 P 0.0 49 37915 115676 2650 1078 0 0 696 2375 0 24 0 0 (radio 2.42% / 0.78% tx 1.72% / 0.00% listen 0.70% / 0.78%) $$PT$$
00:05.177 ID:1  $$PT$$  596 P 0.0 48 38399 112073 3398 114363 0 0 739 2332 0 3072 0 0 (radio 78.26% / 100.03% tx 2.25% / 0.00% listen 76.00% / 100.03%) $$PT$$
00:05.245 ID:2  $$PT$$  620 P 0.0 50 38588 118075 2650 1102 0 0 672 2399 0 24 0 0 (radio 2.39% / 0.78% tx 1.69% / 0.00% listen 0.70% / 0.78%) $$PT$$
00:05.271 ID:1  $$PT$$  608 P 0.0 49 39139 114405 3398 117435 0 0 739 2332 0 3072 0 0 (radio 78.69% / 100.03% tx 2.21% / 0.00% listen 76.48% / 100.03%) $$PT$$
00:05.339 ID:2  $$PT$$  632 P 0.0 51 39261 120474 2650 1126 0 0 672 2399 0 24 0 0 (radio 2.36% / 0.78% tx 1.65% / 0.00% listen 0.70% / 0.78%) $$PT$$
00:05.364 ID:1  $$PT$$  620 P 0.0 50 39879 116737 3398 120507 0 0 739 2332 0 3072 0 0 (radio 79.11% / 100.03% tx 2.16% / 0.00% listen 76.94% / 100.03%) $$PT$$
00:05.434 ID:2  $$PT$$  644 P 0.0 52 39934 122873 2650 1126 0 0 672 2399 0 0 0 0 (radio 2.31% / 0.00% tx 1.62% / 0.00% listen 0.69% / 0.00%) $$PT$$
00:05.458 ID:1  $$PT$$  632 P 0.0 51 40619 119069 3398 123579 0 0 739 2332 0 3072 0 0 (radio 79.51% / 100.03% tx 2.12% / 0.00% listen 77.38% / 100.03%) $$PT$$
00:05.527 ID:2  $$PT$$  656 P 0.0 53 40637 125242 2650 1150 0 0 702 2369 0 24 0 0 (radio 2.29% / 0.78% tx 1.59% / 0.00% listen 0.69% / 0.78%) $$PT$$
00:05.552 ID:1  $$PT$$  644 P 0.0 52 41359 121401 3398 126651 0 0 739 2332 0 3072 0 0 (radio 79.90% / 100.03% tx 2.08% / 0.00% listen 77.81% / 100.03%) $$PT$$
00:05.620 ID:2  $$PT$$  668 P 0.0 54 41310 127641 2650 1174 0 0 672 2399 0 24 0 0 (radio 2.26% / 0.78% tx 1.56% / 0.00% listen 0.69% / 0.78%) $$PT$$
00:05.646 ID:1  $$PT$$  656 P 0.0 53 42103 123729 3398 129723 0 0 743 2328 0 3072 0 0 (radio 80.27% / 100.03% tx 2.04% / 0.00% listen 78.22% / 100.03%) $$PT$$
00:05.714 ID:2  $$PT$$  680 P 0.0 55 41983 130040 2650 1198 0 0 672 2399 0 24 0 0 (radio 2.23% / 0.78% tx 1.54% / 0.00% listen 0.69% / 0.78%) $$PT$$
00:05.739 ID:1  $$PT$$  668 P 0.0 54 42843 126061 3398 132795 0 0 739 2332 0 3071 0 0 (radio 80.63% / 100.00% tx 2.01% / 0.00% listen 78.62% / 100.00%) $$PT$$
00:05.809 ID:2  $$PT$$  692 P 0.0 56 42656 132439 2650 1198 0 0 672 2399 0 0 0 0 (radio 2.19% / 0.00% tx 1.51% / 0.00% listen 0.68% / 0.00%) $$PT$$
00:05.833 ID:1  $$PT$$  680 P 0.0 55 43583 128393 3398 135867 0 0 739 2332 0 3072 0 0 (radio 80.97% / 100.03% tx 1.97% / 0.00% listen 79.00% / 100.03%) $$PT$$
00:05.902 ID:2  $$PT$$  704 P 0.0 57 43353 134814 2650 1222 0 0 696 2375 0 24 0 0 (radio 2.17% / 0.78% tx 1.48% / 0.00% listen 0.68% / 0.78%) $$PT$$
00:05.927 ID:1  $$PT$$  692 P 0.0 56 44323 130725 3398 138939 0 0 739 2332 0 3072 0 0 (radio 81.31% / 100.03% tx 1.94% / 0.00% listen 79.37% / 100.03%) $$PT$$
00:05.995 ID:2  $$PT$$  716 P 0.0 58 44026 137213 2650 1246 0 0 672 2399 0 24 0 0 (radio 2.14% / 0.78% tx 1.46% / 0.00% listen 0.68% / 0.78%) $$PT$$
00:06.021 ID:1  $$PT$$  704 P 0.0 57 45063 133057 3398 142011 0 0 739 2332 0 3072 0 0 (radio 81.63% / 100.03% tx 1.90% / 0.00% listen 79.72% / 100.03%) $$PT$$
00:06.089 ID:2  $$PT$$  728 P 0.0 59 44699 139612 2650 1270 0 0 672 2399 0 24 0 0 (radio 2.12% / 0.78% tx 1.43% / 0.00% listen 0.68% / 0.78%) $$PT$$
00:06.114 ID:1  $$PT$$  716 P 0.0 58 45803 135389 3398 145083 0 0 739 2332 0 3072 0 0 (radio 81.94% / 100.03% tx 1.87% / 0.00% listen 80.07% / 100.03%) $$PT$$
00:06.184 ID:2  $$PT$$  740 P 0.0 60 45372 142011 2650 1270 0 0 672 2399 0 0 0 0 (radio 2.09% / 0.00% tx 1.41% / 0.00% listen 0.67% / 0.00%) $$PT$$
00:06.208 ID:1  $$PT$$  728 P 0.0 59 46543 137721 3398 148155 0 0 739 2332 0 3072 0 0 (radio 82.24% / 100.03% tx 1.84% / 0.00% listen 80.40% / 100.03%) $$PT$$
00:06.277 ID:2  $$PT$$  752 P 0.0 61 46069 144386 2650 1294 0 0 696 2375 0 24 0 0 (radio 2.07% / 0.78% tx 1.39% / 0.00% listen 0.67% / 0.78%) $$PT$$
